SessionId;Position;Recommendations;Scores
27;7;214536195,214536189,214819361,214819520,214840483,214536185,214536193,214572182,214586576,214718265,214837200,214535094,214811741,214811758,214536187,214650635,214717824,214668287,214659013,214564693,214586876,214836542,214650508,214638590,214838370,214819464,214839864,214512425,214663942,214640424,214677877,214533050,214832282,214821296,214639192,214748302,214587765,214587763,214821026,214691630,214691632,214691456,214559317,214716667,214585695,214600492,214819509,214696987,214552382,214552385;1.0,0.8118164392828955,0.6242749401786497,0.42546728918199367,0.40590821964144774,0.40590821964144774,0.10669768577606593,0.10147705491036194,0.04510091329349419,0.04510091329349419,0.025369263727590484,0.025369263727590484,0.016236328785657908,0.00335461338546651,0.0020709603042931004,0.0018040365317397676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34;0;214826606,214711290,214712242,214826927,214717331,214826810,214516012,214711082,214718398,214711087,214716710,214718390,214676945,214819410,214718246,214678044,214826705,214695127,214696997,214718220,214668287,214650508,214532567,214638590,214753513,214587763,214838370,214512425,214663942,214557416,214819464,214717824,214677877,214640424,214836542,214533050,214821026,214639192,214587765,214691630,214691632,214691456,214547042,214559317,214716667,214585695,214600492,214819509,214696987,214552382;1.0,0.832264311195714,0.2060060176227015,0.2060060176227015,0.08726643802072771,0.07439106191930887,0.07439106191930887,0.05722389378408375,0.05397150695477623,0.05150150440567537,0.05150150440567537,0.05150150440567537,0.03480253719403031,0.022889557513633498,0.02065782565605423,0.018451021211644925,0.012875376101418843,0.012875376101418843,0.00824024070490806,0.0057223893784083745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;0;214820441,214826897,214684513,214821275,214820842,214829285,214737337,214826627,214640893,214826702,214839313,214821309,214826623,214839373,214540597,214841060,214826705,214716688,214607175,214820261,214821296,214685422,214639192,214685792,214533050,214638590,214836542,214650508,214552385,214668287,214838370,214512425,214663942,214819464,214717824,214685754,214832282,214552382,214821026,214556861,214709587,214557416,214753513,214532567,214547042,214587765,214587763,214691630,214696987,214691632;1.0,0.2549094375595805,0.24327931363203048,0.1540514775977121,0.11763584366062917,0.1098188751191611,0.08922783603431839,0.07168732125834128,0.061773117254528116,0.061773117254528116,0.061773117254528116,0.05795996186844614,0.05662535748331744,0.05490943755958055,0.05490943755958055,0.05490943755958055,0.05219447092469018,0.044232602478551,0.040183031458531936,0.03431839847473784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;1;214826897,214557206,214820441,214826799,214833800,214820842,214826623,214821279,214567100,214684513,214576500,214594708,214840378,214826801,214839373,214839313,214826705,214826627,214769117,214687685,214819464,214685754,214685422,214685792,214821296,214717824,214533050,214639192,214663942,214512425,214838370,214668287,214552385,214650508,214638590,214836542,214832282,214552382,214696987,214709587,214557416,214753513,214532567,214547042,214587765,214587763,214821026,214691630,214691632,214691456;1.0,0.24811419258799,0.12940872370390308,0.09466102947676089,0.08336443312775707,0.07548045650564945,0.06671891836615075,0.06671891836615075,0.06443792970406013,0.06212272621203815,0.05132224489703904,0.05068356807165367,0.04847100906942576,0.04692974153914194,0.046190020407335136,0.046190020407335136,0.045442996620500456,0.044437761425807944,0.04333878457972186,0.041057795917631236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;2;214826702,214821277,214829285,214826801,214684513,214826955,214839313,214826705,214821290,214820441,214821275,214826897,214826810,214821292,214826623,214585395,214826835,214826606,214826627,214826700,214685422,214685792,214821296,214685754,214639192,214832282,214533050,214836542,214552382,214650508,214638590,214668287,214838370,214512425,214663942,214552385,214559317,214696987,214819509,214548103,214556861,214709587,214557416,214753513,214532567,214547042,214587765,214587763,214821026,214691630;1.0,0.10791231785278765,0.10255365823338553,0.10138461719763103,0.08640838636285929,0.08405200282892777,0.07945137556153949,0.06961822752434295,0.0602867685319358,0.059869162644354795,0.056543098053001756,0.056543098053001756,0.054695284391138944,0.050700311254191575,0.0489367797267822,0.04377101002220606,0.04323883968758958,0.033468524950490006,0.03344337415342577,0.026608516730824355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;3;214684513,214839373,214839371,214826810,214833800,214826955,214602817,214691426,214691390,214826705,214535621,214826627,214826900,214821277,214613685,214594616,214829312,214839313,214820842,214546121,214685792,214685422,214685754,214832282,214821296,214639192,214552382,214533050,214836542,214650508,214638590,214668287,214838370,214552385,214585695,214696987,214819509,214548103,214556861,214709587,214557416,214753513,214532567,214547042,214587765,214587763,214821026,214691630,214691632,214691456;1.0,0.6512953833522606,0.09939585742454843,0.07778412448199862,0.06879366488861693,0.05380956556631412,0.050346573722937465,0.04974379840407719,0.048814865792213176,0.048477808501335075,0.046617197891608765,0.041822286108471864,0.039757810201843484,0.03855500495012121,0.036079047328225665,0.035741990037347564,0.03569545438557471,0.03474831131730076,0.03253466037741922,0.02876947069882141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;4;214838100,214829741,214826955,214827020,214684513,214826619,214691390,214820201,214833800,214714586,214840378,214551890,214706216,214709653,214557043,214601042,214826799,214820842,214839677,214691426,214702828,214600492,214696987,214554982,214552382,214552385,214685754,214826621,214843916,214685422,214685792,214821296,214639192,214533050,214842433,214836542,214843903,214650508,214819509,214585695,214668287,214587765,214548103,214556861,214709587,214557416,214753513,214532567,214547042,214587763;1.0,0.46153846153846156,0.46153846153846156,0.36324786324786323,0.3076923076923077,0.2559164292497626,0.24786324786324787,0.22170940170940173,0.2094017094017094,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.17709401709401712,0.17094017094017094,0.17094017094017094,0.16346153846153846,0.16346153846153846,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;5;214544357,214544840,214587028,214716015,214821315,214821292,214545005,214553604,214821305,214680375,214821341,214827017,214534597,214840415,214840410,214840412,214840419,214587750,214819464,214533050,214836542,214650508,214638590,214668287,214838370,214512425,214663942,214717824,214821296,214677877,214640424,214839864,214586876,214564693,214659013,214832670,214748302,214639192,214685792,214687839,214559317,214532567,214547042,214587765,214587763,214821026,214691630,214691632,214691456,214573168;1.0,0.4235294117647059,0.4235294117647059,0.4235294117647059,0.4235294117647059,0.10588235294117647,0.10588235294117647,0.10588235294117647,0.10588235294117647,0.047058823529411764,0.047058823529411764,0.026470588235294117,0.026470588235294117,0.01699346405228758,0.016941176470588234,0.01085294117647059,0.00864345738295318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;6;214551626,214551617,214821309,214612708,214612920,214612721,214717877,214691390,214821305,214533026,214821279,214533020,214584962,214826810,214821339,214821315,214744530,214510044,214541355,214684160,214512425,214639192,214685792,214677877,214717824,214821296,214533050,214838370,214836542,214650508,214819464,214663942,214668287,214640424,214638590,214552382,214685422,214691630,214556861,214709587,214557416,214753513,214532567,214547042,214587765,214587763,214821026,214691632,214685754,214691456;1.0,0.33874182667657926,0.17102974728168002,0.15871515200553618,0.12753896143302015,0.11478506528971813,0.10889798525387175,0.09104864746746161,0.0853802491815496,0.0821917751457241,0.05101558457320806,0.05101558457320806,0.05101558457320806,0.05101558457320806,0.01842229442921402,0.01594237017912752,0.012753896143302015,0.012753896143302015,0.010897495704665833,0.010177096588609767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69;0;214827022,214827020,214645618,214630042,214826891,214685795,214829310,214826705,214820842,214702749,214582387,214687685,214827030,214585395,214821272,214586692,214840410,214821298,214826844,214684513,214717824,214677877,214639192,214663942,214533050,214650508,214819464,214638590,214668287,214838370,214512425,214836542,214832282,214821296,214559317,214532567,214547042,214587765,214587763,214821026,214691630,214691632,214691456,214716667,214685792,214585695,214600492,214819509,214696987,214552382;1.0,0.10710190589329065,0.07288879706626725,0.07028562574247199,0.06886830141384585,0.06693869118330666,0.06693869118330666,0.06693869118330666,0.05950105882960592,0.058385413976550796,0.054212075822529834,0.053550952946645324,0.053550952946645324,0.053550952946645324,0.053550952946645324,0.053550952946645324,0.053550952946645324,0.053550952946645324,0.019337844119621923,0.019337844119621923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
