SessionId;Position;Recommendations;Scores
21;3;214838503,214712107,214581761,214837498,214508942,214636498,214553587,214510738,214640893,214559660,214551594,214836407,214509013,214832559,214832557,214537850,214717888,214587557,214553300,214819552,214586831,214838837,214840762,214706169,214835638,214553257,214636753,214540963,214642672,214712229,214537888,214696708,214687946,214821024,214545939,214546110,214836341,214688006,214650635,214534907,214711592,214819571,214676985,214695075,214688004,214838263,214710050,214843061,214537925,214587909;1.0,0.20171578145080513,0.049343856125538405,0.041631894897658187,0.04049846439838458,0.03585140792640859,0.03585140792640859,0.033633503970677096,0.03289590408369227,0.03272742423042272,0.03225376316434102,0.030938325950011055,0.0296255772289591,0.029525493000492346,0.02843836594720702,0.024815142912319642,0.02425537223735992,0.023092783175040803,0.023092783175040803,0.022963103734937956,0.02208526731598074,0.02208526731598074,0.0220725300281779,0.02137042343776197,0.02137042343776197,0.020815947448829093,0.020815947448829093,0.020815947448829093,0.020815947448829093,0.020815947448829093,0.020362907578701905,0.020362907578701905,0.020362907578701905,0.020148927322184946,0.01997986782631606,0.01997986782631606,0.01997986782631606,0.01997986782631606,0.019648063700483134,0.019648063700483134,0.019648063700483134,0.019648063700483134,0.019355391719641842,0.019355391719641842,0.019355391719641842,0.019355391719641842,0.019355391719641842,0.019355391719641842,0.019355391719641842,0.01909358771155026
21;4;214838503,214712107,214581761,214837498,214508942,214636498,214553587,214510738,214640893,214559660,214551594,214836407,214509013,214832559,214832557,214537850,214717888,214587557,214553300,214819552,214586831,214838837,214840762,214706169,214835638,214553257,214636753,214540963,214642672,214712229,214537888,214696708,214687946,214821024,214545939,214546110,214836341,214688006,214650635,214534907,214711592,214819571,214676985,214695075,214688004,214838263,214710050,214843061,214537925,214587909;1.0,0.20171578145080513,0.049343856125538405,0.041631894897658187,0.04049846439838458,0.03585140792640859,0.03585140792640859,0.033633503970677096,0.03289590408369227,0.03272742423042272,0.03225376316434102,0.030938325950011055,0.0296255772289591,0.029525493000492346,0.02843836594720702,0.024815142912319642,0.02425537223735992,0.023092783175040803,0.023092783175040803,0.022963103734937956,0.02208526731598074,0.02208526731598074,0.0220725300281779,0.02137042343776197,0.02137042343776197,0.020815947448829093,0.020815947448829093,0.020815947448829093,0.020815947448829093,0.020815947448829093,0.020362907578701905,0.020362907578701905,0.020362907578701905,0.020148927322184946,0.01997986782631606,0.01997986782631606,0.01997986782631606,0.01997986782631606,0.019648063700483134,0.019648063700483134,0.019648063700483134,0.019648063700483134,0.019355391719641842,0.019355391719641842,0.019355391719641842,0.019355391719641842,0.019355391719641842,0.019355391719641842,0.019355391719641842,0.01909358771155026
27;0;214827028,214686009,214586610,214820415,214546102,214820252,214556840,214685795,214843395,214769006,214843920,214842568,214843520,214820411,214691242,214838387,214843487,214838390,214712349,214838441,214580302,214686519,214691351,214582511,214612760,214819747,214717312,214510785,214718207,214836793,214691334,214577495,214582485,214550531,214838750,214842577,214827024,214840775,214579288,214510783,214584962,214701242,214537775,214587028,214748293,214601042,214601040,214829737,214821272,214717888;1.0,0.14576794321007877,0.12673598218241147,0.10839692390069419,0.09107469744072483,0.0739098865473579,0.06758599729187628,0.06335011888893269,0.051971025653266265,0.051971025653266265,0.05062258789634137,0.05062258789634137,0.05062258789634137,0.05062258789634137,0.05062258789634137,0.05062258789634137,0.05062258789634137,0.04952083402698528,0.04952083402698528,0.04952083402698528,0.04858931440335959,0.04858931440335959,0.047782395402164154,0.04643395764523927,0.04643395764523927,0.045858006226027155,0.045858006226027155,0.04533220377588318,0.04484851240968493,0.04440068415225748,0.043983766018958294,0.04359376515106204,0.04359376515106204,0.04322741564835353,0.04322741564835353,0.04255528846817171,0.04140075770359544,0.04089688963721229,0.04021205390115538,0.03940513489995993,0.03903878539725142,0.037907481757074424,0.037761862274874394,0.03695494327367895,0.03647125190748071,0.03521650464885782,0.031171191378083187,0.030150551694287136,0.029949771893587353,0.029493486089514975
27;1;214827017,214827028,214820415,214821341,214595893,214585395,214639916,214586690,214546772,214551624,214544357,214579288,214774678,214819389,214826705,214554785,214700990,214705119,214821315,214551617,214587307,214706216,214838100,214630042,214821298,214839311,214820413,214821305,214827030,214820231,214827020,214839373,214829312,214826803,214684513,214821277,214686009,214586610,214546102,214820252,214556840,214685795,214769006,214843395,214843920,214691242,214842568,214843487,214838387,214843520;1.0,0.20128456085260546,0.19636764502612072,0.11745759878307209,0.09043257341075375,0.08606076386830033,0.08151636299149996,0.08151636299149996,0.07694286780008133,0.07477151018616375,0.07477151018616375,0.07284659049427825,0.07221850500220846,0.07221850500220846,0.06794703794471514,0.06230704306673395,0.06104152654800703,0.059921813861330435,0.058728799391536045,0.057835441640833325,0.05686155295579172,0.05529557726332315,0.05503607479950268,0.0544160711387228,0.05394702777998509,0.0527628234200671,0.0524633916195718,0.05092135386216132,0.049590584688560445,0.04803846062219425,0.04797628299406452,0.04519242335234054,0.04388724256169324,0.04034351074683185,0.03670453093164754,0.03539544233370147,0.029340836435428237,0.025509996517810322,0.01833193047914021,0.014876919056350827,0.0136040177846807,0.012751400860519164,0.010460965075677193,0.010460965075677193,0.010189545373937495,0.010189545373937495,0.010189545373937495,0.010189545373937495,0.010189545373937495,0.010189545373937495
27;2;214537796,214827017,214586983,214840762,214842268,214842285,214842266,214842281,214591470,214842380,214718366,214600134,214842352,214553587,214639372,214827028,214509013,214820415,214821341,214595893,214585395,214639916,214586690,214546772,214579288,214551624,214544357,214819389,214774678,214826705,214554785,214700990,214705119,214821315,214551617,214587307,214706216,214838100,214630042,214821298,214839311,214820413,214821305,214827030,214820231,214827020,214839373,214829312,214826803,214686009;1.0,0.6638435741068464,0.29007077804700054,0.2582135315715749,0.25,0.25,0.2435135119041078,0.22985112763096457,0.22985112763096457,0.22336463953507238,0.21573805714793656,0.21358383634991335,0.21358383634991335,0.20970225526192918,0.1869484758849858,0.17816194971856084,0.17328609161184252,0.13518545113949504,0.07797347218216254,0.06003308274867453,0.05713088507669783,0.05411411375646839,0.05411411375646839,0.05107802836243658,0.05014980547652391,0.04963658656334941,0.04963658656334941,0.04794179047731923,0.04794179047731923,0.04510620451919321,0.041362130161449864,0.04052202515256693,0.03977871108067076,0.03898673609108127,0.03839368628889872,0.03774717654343849,0.036707613642785714,0.03653534459971359,0.03612375915358215,0.03581238773390663,0.03502626127914576,0.034827485402503716,0.033803813546216636,0.03292039098170222,0.03189002339402844,0.0318487471751413,0.03000069984076745,0.02913426395984855,0.02678178036619483,0.02597030096877209
27;3;214840762,214586983,214639372,214508942,214842345,214509013,214842296,214842399,214536697,214591470,214639370,214842352,214537796,214589128,214842347,214842341,214842290,214840760,214535006,214509035,214840757,214587013,214600134,214718362,214662975,214718370,214718366,214537779,214509002,214716982,214696434,214601197,214509054,214718368,214842287,214718265,214537766,214842298,214716973,214791635,214716926,214753691,214753693,214821285,214716930,214587005,214581761,214640893,214826874,214835713;1.0,0.34993192367870746,0.12847958533707848,0.11179225093094301,0.10794609523775352,0.0863787047477106,0.07787895626479305,0.07618720318718437,0.06927513809406505,0.0603382793991588,0.0520523274538743,0.04598831733091877,0.043505913965424074,0.042743009447542564,0.04164186196309944,0.03993993773194619,0.0383613296064792,0.035782261881462545,0.03372594947791622,0.030238893587453432,0.028570201195194142,0.026351960112937858,0.025829054939283145,0.024385731976183832,0.024385731976183832,0.023596427913450346,0.023226079281160966,0.022984196118385647,0.022984196118385647,0.022814536690287705,0.022768064417448018,0.0227204858317617,0.022483966318610812,0.021694662255877323,0.021371504723771282,0.021082430460812623,0.020582200661037792,0.02036259005471646,0.020161926842059735,0.019626562770500643,0.019571301785180958,0.01946973906619826,0.01932139656766981,0.01875545700016682,0.018631004697490718,0.01835727747135873,0.018161217806920354,0.018161217806920354,0.018068203208400073,0.01780670372913717
27;4;214840762,214586983,214707930,214639372,214585670,214508942,214842345,214509013,214842296,214842399,214536697,214585532,214820405,214591470,214639370,214826874,214842352,214537796,214589128,214842347,214842341,214842290,214832557,214550338,214705057,214840760,214571010,214646169,214685857,214716626,214536185,214552543,214535006,214711678,214602740,214819526,214748302,214509035,214811758,214840757,214819535,214819427,214819781,214532072,214753513,214587013,214717877,214600134,214662975,214718362;1.0,0.3499319236787067,0.3464873223562361,0.1284795853370781,0.12726618784197744,0.11179225093094262,0.10794609523775318,0.08637870474771028,0.07787895626479278,0.07618720318718412,0.06927513809406481,0.06779581954961639,0.06588259519003922,0.060338279399158604,0.05205232745387413,0.046299770721525024,0.04598831733091861,0.04571807908230987,0.04274300944754242,0.041641861963099304,0.039939937731946054,0.038361329606479075,0.038073212399357854,0.03591280643497744,0.03591280643497744,0.03578226188146242,0.03513119737282927,0.03513119737282927,0.03513119737282927,0.034470356326888385,0.034470356326888385,0.034470356326888385,0.03372594947791611,0.03339297613089251,0.03339297613089251,0.03255239047139208,0.031203076353082847,0.030238893587453332,0.02901317657527319,0.028570201195194045,0.02823156751312501,0.02795489209489252,0.027106816878599765,0.027095082884618142,0.026892423152425238,0.026351960112937764,0.02604166773531535,0.02582905493928305,0.024385731976183753,0.024385731976183753
27;5;214840762,214707930,214586983,214585670,214585532,214820405,214639372,214508942,214842345,214509013,214826874,214842296,214705057,214550338,214842399,214832557,214685857,214646169,214571010,214552543,214536185,214716626,214602740,214711678,214536697,214748302,214811758,214819526,214819535,214819427,214591470,214819781,214753513,214717877,214826617,214639370,214532072,214537796,214842352,214589128,214842347,214842341,214842290,214840760,214535006,214509035,214840757,214587013,214600134,214718366;1.0,0.7484126162894725,0.34993192367870746,0.2748949657386722,0.14643897022717192,0.14230640561048521,0.12847958533707846,0.11179225093094304,0.1079460952377535,0.08637870474771057,0.07904838903675031,0.077878956264793,0.07757166189955154,0.07757166189955154,0.07618720318718437,0.07604829796263517,0.07588338632531148,0.07588338632531148,0.07588338632531148,0.07445596966607917,0.07445596966607917,0.07445596966607917,0.07212882844272807,0.07212882844272807,0.06927513809406503,0.06739864492265919,0.0626684614025903,0.0611590366432217,0.060980185828350235,0.06038256692496805,0.060338279399158784,0.0585507244577757,0.05808763400923872,0.05625000230828135,0.05237279522726771,0.052052327453874295,0.05090591329837365,0.04682416164075302,0.045988317330918765,0.04274300944754256,0.041641861963099436,0.03993993773194618,0.03836132960647919,0.03578226188146254,0.03372594947791621,0.030238893587453432,0.02857020119519413,0.02635196011293785,0.02582905493928314,0.024657823894383212
27;6;214840762,214536197,214707930,214586983,214585670,214536189,214811758,214650635,214639372,214819520,214811739,214536185,214842352,214819427,214561496,214602358,214838244,214536187,214668249,214553587,214819571,214819586,214536193,214587005,214585644,214811741,214819640,214650626,214819393,214508942,214842345,214585532,214820405,214821377,214509013,214842296,214842399,214536697,214591470,214826874,214832557,214639370,214550338,214705057,214646169,214571010,214685857,214716626,214552543,214602740;1.0,0.7854027985985941,0.4989417441929811,0.3499319236787076,0.30798417457758626,0.2702475936028057,0.26924227861853595,0.265759612634497,0.23655683308844067,0.2288353287924432,0.21083659751501446,0.18476110991212227,0.1694637994796868,0.14983822162862429,0.14077820122511198,0.14077820122511198,0.13967110180288353,0.13771429370149113,0.13771429370149113,0.13669469213203897,0.1328798063172485,0.13090046643309902,0.13090046643309902,0.13079560198343085,0.12347548214876809,0.12231605930408511,0.12230296163107522,0.1183435539769775,0.1183435539769775,0.11179225093094294,0.10794609523775343,0.09762598015144786,0.09487093707365672,0.08713339322699597,0.0863787047477105,0.07787895626479299,0.0761872031871843,0.069275138094065,0.060338279399158756,0.058721660427300176,0.05252122083563863,0.05205232745387426,0.05171444126636766,0.05171444126636766,0.050588924216874276,0.050588924216874276,0.050588924216874276,0.049637313110719415,0.049637313110719415,0.04808588562848534
27;7;214536195,214840762,214536189,214811741,214819361,214811758,214536193,214536197,214707930,214650635,214586983,214536185,214819520,214536187,214811739,214819427,214587005,214650626,214819640,214509013,214837200,214555005,214718265,214585670,214582200,214819545,214829732,214535094,214649951,214586576,214581761,214639372,214840483,214832557,214572182,214842352,214587384,214508942,214842345,214838244,214553587,214561496,214602358,214668249,214819571,214819586,214585532,214820405,214842296,214585644;1.0,0.4172932561518681,0.3466603582999349,0.2819010416666667,0.25491514522854813,0.2288223552712524,0.21250362206949222,0.20483955701124829,0.1735041875536513,0.15984267135739344,0.14602423186337485,0.14456168468524255,0.13763434516078013,0.129741103936364,0.12680890310091072,0.11723714887390108,0.11358889558611208,0.1114918642360179,0.11037782171008573,0.10429661374287923,0.1007070754018798,0.09846630237556518,0.09677311660046606,0.09625702098473826,0.09591150038274267,0.09591150038274267,0.09205918228711964,0.09205918228711964,0.08412324245025521,0.08412324245025521,0.08336409085766386,0.08180110615816254,0.06556600169767061,0.062325761394416354,0.0594304996587897,0.05139404343445279,0.048270981165069456,0.04665015240351989,0.04504517757064179,0.03807692229876292,0.038070866714127655,0.03671612124026868,0.03671612124026868,0.035917028773343705,0.03465615440934637,0.034139926168541376,0.03394888595201277,0.03299083520470433,0.03249836324544439,0.03220342875048832
34;0;214718246,214826606,214711290,214826627,214826835,214718398,214711575,214516012,214676945,214712242,214668185,214711082,214819779,214695127,214718390,214826810,214696997,214678044,214554765,214819410,214711087,214827015,214716710,214571188,214725532,214717331,214690110,214716924,214668590,214819380,214826927,214819376,214601233,214826715,214718220,214748336,214832559,214826705,214839313,214836542,214533050,214650508,214638590,214842433,214821296,214685422,214685792,214668287,214639192,214819509;1.0,0.48541711013448074,0.28503270198916275,0.14943415422397452,0.1473490934249994,0.1458821971111998,0.09754171331206071,0.09501090066305425,0.09501090066305425,0.09294307616441591,0.09294307616441591,0.08968029118333369,0.08714947853432725,0.08714947853432725,0.08606850528994156,0.08515681751568574,0.0850816540356889,0.0850816540356889,0.08417383888329999,0.08113128673895992,0.07928805640560023,0.07547191120460635,0.07468941925795543,0.07360844601356976,0.07360844601356976,0.07114657968460435,0.06912495335460601,0.06721249614475652,0.06460373380939742,0.06444942347366087,0.06287762983249945,0.05935107401602951,0.05746393108211453,0.053695190901940484,0.0517868296237785,0.05032896358420174,0.044921386826029835,0.03959762822825689,0.038242756042614144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
