SessionId;Position;Recommendations;Scores
21;3;214838503,214712107,214586831,214613645,214706205,214843061,214633989,214612695,214581761,214819528,214553587,214821399,214523700,214819427,214509035,214842290,214553300,214829400,214688006,214596647,214696434,214836341,214530264,214510738,214712229,214540963,214841006,214819586,214685784,214800272,214585646,214826585,214554332,214832443,214710900,214695075,214539150,214696708,214535010,214639190,214833800,214683864,214674577,214711592,214839909,214586940,214842287,214674568,214840762,214649951;2.9444525,2.4280798,2.4247868,1.8830127,1.8322263,1.7138492,1.6411023,1.6035861,1.5679159,1.5354661,1.5170015,1.5132312,1.431704,1.3735876,1.3247297,1.3210317,1.2704134,1.2609831,1.0944349,1.0749054,1.0334183,1.0305558,1.0159061,1.0106518,0.98992217,0.9826456,0.9535328,0.9410203,0.92794037,0.9253492,0.924057,0.9237294,0.90940535,0.8774822,0.8648308,0.85992193,0.83371186,0.8013487,0.746965,0.73582214,0.73471874,0.7303493,0.7286602,0.71897674,0.7158463,0.70784986,0.7053443,0.6818702,0.67712915,0.66870207
21;4;214838503,214712107,214586831,214613645,214706205,214843061,214633989,214612695,214581761,214819528,214553587,214821399,214523700,214819427,214509035,214842290,214553300,214829400,214688006,214596647,214530264,214696434,214510738,214540963,214836341,214712229,214819586,214826585,214800272,214685784,214841006,214585646,214554332,214832443,214710900,214695075,214696708,214539150,214674577,214833800,214535010,214586940,214683864,214639190,214711592,214842287,214839909,214674568,214649951,214791635;2.952154,2.4301314,2.422515,1.8769013,1.8545115,1.7310904,1.6596544,1.6546179,1.582162,1.5612695,1.5242077,1.5143635,1.4367671,1.3989993,1.3342175,1.3307515,1.2861605,1.2679989,1.0984623,1.0553032,1.0419574,1.0395246,1.0353324,1.032412,1.0314916,0.99108803,0.9641065,0.94187737,0.94111305,0.9409859,0.9312339,0.92526174,0.91942334,0.8896599,0.87945724,0.8719088,0.8450891,0.8190985,0.76503336,0.7455483,0.7436178,0.73401344,0.7324202,0.7315693,0.7255541,0.71771455,0.7146336,0.6974704,0.69159544,0.6832541
27;0;214827028,214686009,214769006,214843520,214838750,214827024,214840775,214612760,214820415,214584962,214820252,214748293,214586610,214825839,214546102,214843370,214581536,214836793,214844145,214820186,214709668,214678217,214827002,214821315,214510777,214672839,214591586,214691681,214582485,214843408,214711205,214547600,214584999,214840854,214545980,214543005,214838441,214691632,214838390,214840815,214531155,214600335,214714697,214820190,214691677,214550259,214668219,214629137,214639185,214718207;3.0710957,2.802745,2.3979719,2.305354,2.2243438,2.1692715,2.071513,1.9323173,1.8560518,1.8457859,1.6734712,1.6305128,1.2916234,1.2742952,1.1947222,1.0680277,0.9979464,0.95402294,0.9479031,0.9420144,0.9415943,0.93647057,0.9204062,0.918206,0.9072041,0.9066452,0.89562464,0.87835705,0.8744041,0.86139834,0.8558659,0.85553277,0.8492373,0.8464706,0.8458971,0.8448894,0.84246397,0.8411168,0.8372773,0.83699244,0.8255351,0.82375276,0.81607825,0.80559266,0.78793055,0.7866916,0.7853392,0.7848656,0.7724046,0.7633171
27;1;214827017,214820415,214821341,214842283,214554785,214551617,214821309,214839373,214821315,214531155,214586610,214710152,214551624,214515842,214838441,214640407,214768136,214843903,214636498,214821305,214839371,214827024,214587255,214837277,214537856,214545879,214842281,214612697,214840760,214843916,214839388,214602225,214586711,214688098,214552682,214552207,214573357,214820387,214748259,214646822,214612738,214552395,214716907,214696430,214844248,214717757,214701212,214527028,214820439,214556840;3.04436,2.0046892,1.4991127,1.498867,1.4427122,1.4157947,1.4011244,1.3591055,1.1804472,1.1542381,1.1230867,1.1133013,1.069653,1.0498996,1.0402801,1.0318469,1.0098611,0.9328541,0.92585844,0.89003414,0.8841931,0.8707531,0.8418241,0.7920268,0.78890145,0.7827712,0.76645786,0.76527596,0.7639404,0.7548709,0.7531482,0.7503684,0.7481379,0.7426706,0.732761,0.73207146,0.7290385,0.7136626,0.71282434,0.7126911,0.7119262,0.71104676,0.71026343,0.6946342,0.69444954,0.692364,0.68984675,0.6855225,0.6847983,0.6804612
27;2;214842380,214718366,214840762,214840760,214842345,214535006,214591470,214509054,214536697,214842283,214571276,214842296,214842341,214842281,214718368,214718362,214589128,214586949,214842266,214586983,214508942,214533369,214718274,214718370,214842568,214842290,214552395,214842352,214639372,214716682,214840757,214701787,214537779,214842287,214842399,214600134,214842347,214819610,214718278,214821341,214668596,214509133,214609436,214509035,214842292,214662975,214843920,214591532,214835917,214843472;2.6439524,2.249608,1.9714559,1.5231429,1.4627949,1.417701,1.3470732,1.3412416,1.2933476,1.2229975,1.2180932,1.2072651,1.1677094,1.1483352,1.1426619,1.1276219,1.1269437,1.1250895,1.1169947,1.1003152,1.069075,1.0673723,1.0666555,1.0532779,1.0449654,1.0435442,1.0264271,1.0225242,1.0135188,1.0059787,0.9739354,0.9467094,0.9337078,0.9130157,0.8897655,0.8874357,0.8827159,0.8685167,0.86555004,0.8645774,0.8364987,0.83142835,0.826994,0.82307464,0.80174434,0.7952108,0.7932575,0.79260224,0.7916497,0.78944546
27;3;214840762,214586983,214718362,214639372,214842345,214591470,214718368,214842380,214535006,214571276,214842399,214589128,214842296,214536697,214586949,214662975,214842287,214508942,214840760,214639370,214842266,214842341,214718366,214840757,214718370,214819528,214537796,214581761,214577567,214819610,214600492,214543095,214648552,214712126,214537779,214717775,214509054,214668590,214842347,214600134,214584907,214819685,214589257,214668596,214509013,214600132,214612695,214551587,214509002,214508563;2.1679237,2.1298811,1.7994405,1.760828,1.7263718,1.7041425,1.6635454,1.6047279,1.6037703,1.5855682,1.5569649,1.4901754,1.4035058,1.3951501,1.3584851,1.3194487,1.286403,1.2596874,1.1799831,1.1671802,1.1291631,1.1121588,1.1020801,1.0897259,1.0713968,1.0650287,1.0058053,0.99964315,0.98300153,0.9656857,0.8970533,0.89338803,0.857724,0.83485913,0.83472794,0.8273446,0.8230568,0.8043553,0.77052844,0.7615096,0.73346186,0.72452015,0.7021107,0.68875754,0.6804167,0.66586685,0.65574944,0.6468187,0.6266991,0.6248438
27;4;214585532,214585670,214707930,214552543,214717877,214820405,214685857,214585554,214667921,214791684,214553540,214832557,214650635,214842412,214643049,214707877,214585644,214567376,214748312,214552532,214561453,214554982,214676019,214819781,214826615,214667970,214840877,214837895,214711297,214556025,214840760,214819374,214716950,214553844,214555798,214585695,214691480,214843905,214563337,214705717,214825110,214821309,214509133,214650592,214644864,214842266,214646822,214840854,214676962,214579400;3.0715182,2.6140418,2.3263803,2.1713564,2.0389109,1.8892262,1.8824149,1.597471,1.3601091,1.2765516,1.1288618,1.1219862,1.0574322,1.0322458,0.9864901,0.9814651,0.9644896,0.95854545,0.9488317,0.9382665,0.9289062,0.9285937,0.9155868,0.9024884,0.8994168,0.8968676,0.8916805,0.86624455,0.8147687,0.8095365,0.80337834,0.8000722,0.7992934,0.78900915,0.7794468,0.76296294,0.761102,0.75171083,0.7508199,0.74545574,0.74538296,0.7418493,0.73037523,0.728034,0.72546655,0.69192064,0.6909109,0.68749297,0.6852842,0.675407
27;5;214585532,214585670,214707930,214552543,214820405,214685857,214717877,214585554,214667921,214791684,214585644,214832557,214650635,214842412,214561453,214676019,214585695,214553540,214748312,214707877,214643049,214819781,214556025,214554982,214573357,214552532,214563337,214711297,214709975,214716950,214826615,214819374,214602735,214555798,214644864,214840877,214553844,214684498,214840845,214667970,214639916,214837895,214557095,214843970,214745317,214567376,214819562,214536197,214840854,214705717;3.7658167,3.2262135,3.047003,2.5751147,2.3621264,2.3465917,2.1772773,1.9452053,1.6614906,1.6013418,1.4531732,1.4017178,1.3782812,1.3590884,1.327407,1.2923992,1.2822777,1.2382894,1.2178059,1.2079799,1.1761303,1.1581233,1.1398938,1.0419445,1.0376841,1.0261753,1.0161104,1.0066999,1.0015378,0.99206567,0.9894408,0.9857539,0.9832307,0.9696029,0.9462242,0.942831,0.9273975,0.92065275,0.89960253,0.89025486,0.8850553,0.87972254,0.87577975,0.8728918,0.87086385,0.869431,0.8672505,0.8655119,0.8524946,0.84850496
27;6;214536197,214585670,214650635,214819571,214707930,214585532,214536185,214668249,214820405,214535038,214819393,214819586,214585554,214561453,214585644,214676962,214644607,214552543,214791684,214685857,214567005,214536193,214819427,214536187,214536189,214811758,214602740,214667921,214702708,214553844,214602358,214602735,214676019,214586595,214819781,214811741,214536195,214687715,214712289,214551692,214716950,214556025,214561496,214559660,214707877,214684003,214677716,214644864,214509152,214600513;3.07831,3.067891,2.906106,2.7662113,2.4333575,2.3975735,2.3674119,1.7621787,1.6186479,1.4464132,1.4400735,1.4361253,1.4006891,1.4003836,1.3706638,1.3672192,1.2538128,1.2492088,1.2108903,1.2051362,1.1633185,1.1596919,1.1198694,1.1087825,1.0876124,1.0665817,1.0510154,1.0481482,1.0465431,1.0232726,1.0066404,1.0004328,0.9808332,0.955844,0.91296154,0.91126853,0.908481,0.90580356,0.8967538,0.8851187,0.8844739,0.8842951,0.8698609,0.867435,0.85598934,0.85551375,0.8369328,0.8353321,0.82380253,0.82377386
27;7;214536189,214536185,214536195,214819361,214819571,214536197,214819545,214811758,214819520,214840483,214536193,214707930,214586576,214650626,214811741,214650635,214829732,214558258,214585670,214582200,214586595,214811739,214535038,214644607,214819586,214585532,214649951,214581954,214820405,214553257,214644731,214555005,214553587,214712375,214535094,214552535,214540817,214676962,214691349,214677735,214667921,214559660,214819393,214819640,214613865,214602358,214819427,214516033,214596101,214702708;3.0400121,2.6912632,2.3921843,2.138149,2.036193,1.9443603,1.9224796,1.7843583,1.7423307,1.4837734,1.4451916,1.410929,1.3233984,1.2957995,1.2913743,1.2734165,1.2455895,1.223759,1.2200505,1.2011882,1.1863239,1.1621403,1.1186055,1.0941851,1.0933981,1.0555826,1.041873,1.0164193,1.0005026,0.9820062,0.9785095,0.9769735,0.96766996,0.90280056,0.89085126,0.8847831,0.88460875,0.8825105,0.87703854,0.86918086,0.86331135,0.8599534,0.85191596,0.8393881,0.8159163,0.79468,0.7853031,0.7675168,0.7611915,0.75367355
34;0;214711290,214712242,214826606,214826927,214718246,214676945,214676364,214591670,214712124,214596105,214613705,214717820,214837200,214691604,214531517,214537127,214844145,214668270,214711408,214826998,214602470,214826818,214547507,214700752,214838996,214843667,214821300,214714712,214827002,214545240,214571188,214718390,214587842,214554350,214554765,214838998,214819408,214577567,214749840,214633989,214510775,214835645,214601810,214838503,214570517,214677757,214680422,214662742,214827015,214706205;3.0342145,2.3836823,2.3514013,1.7622155,1.6537675,1.5912393,1.4247596,1.2840048,1.1633105,1.0960219,0.97194463,0.94408005,0.8862358,0.8817085,0.8650651,0.8517418,0.84156966,0.8362121,0.8234054,0.80955726,0.80590427,0.7899504,0.78529215,0.7806646,0.76218146,0.75785863,0.75635695,0.7519784,0.746327,0.7321656,0.73165274,0.7305492,0.72616905,0.7201415,0.7194683,0.7185952,0.71785367,0.68896055,0.6881079,0.6878392,0.6803005,0.6802201,0.67326874,0.6659688,0.66459453,0.65368,0.6460537,0.64267623,0.6425085,0.64246225
44;0;214820441,214737337,214607175,214826897,214716688,214684513,214540597,214640893,214587935,214820255,214829285,214839371,214821275,214841060,214701825,214587937,214714880,214839373,214821309,214769117,214820842,214711817,214718212,214586692,214820439,214826702,214646822,214827011,214512420,214663127,214826623,214708370,214826925,214584962,214695521,214840573,214530665,214687685,214557206,214710309,214691261,214594708,214842405,214676580,214587028,214586711,214567095,214839313,214678382,214685782;2.3198907,1.776339,1.5164742,1.4198103,1.1314893,1.1086851,1.098152,1.0706022,1.0597124,1.0313932,1.0266057,1.0208446,1.0105164,1.0045989,0.9734862,0.935031,0.9078774,0.88030046,0.8310758,0.8104628,0.7718754,0.7588313,0.74135566,0.6971118,0.6956925,0.636746,0.6311619,0.61294127,0.5915775,0.5883888,0.5771864,0.5695069,0.56874037,0.537438,0.5239717,0.5206909,0.5188584,0.5167993,0.5078465,0.5074613,0.49969766,0.49637842,0.47474462,0.47116214,0.46678984,0.46042037,0.46003813,0.45074952,0.45063156,0.44263333
44;1;214826897,214557206,214769117,214567100,214695521,214594708,214820441,214737337,214545836,214711642,214567095,214652889,214749840,214582391,214532623,214820842,214540070,214607175,214840775,214716688,214827011,214576500,214826623,214717742,214827022,214612785,214684513,214821275,214841060,214687685,214537775,214716975,214811756,214829285,214819421,214820255,214701242,214840378,214709681,214531151,214826799,214709807,214714880,214770007,214584962,214826608,214844145,214700437,214718216,214670070;2.160139,1.8808019,1.7196664,1.6608588,1.5110145,1.49169,1.4777746,1.3874407,1.3007454,1.2501769,1.1168975,1.1075422,1.0162642,0.9984927,0.9510734,0.94168323,0.909726,0.8680624,0.8650241,0.84620994,0.79119813,0.71676135,0.7155244,0.7120128,0.7010243,0.6916822,0.6796751,0.6734034,0.60949105,0.5990675,0.5901403,0.5864413,0.5852468,0.5798364,0.57442504,0.5667884,0.5655358,0.55313,0.5379603,0.5269454,0.5206461,0.51408005,0.50237083,0.49568123,0.49325985,0.48989356,0.48157948,0.4677434,0.46643555,0.46304375
44;2;214826702,214820441,214554350,214538488,214820235,214545909,214691261,214753691,214826897,214829285,214535685,214843871,214821275,214684513,214737337,214826835,214576500,214841060,214584962,214717331,214716688,214838960,214691484,214594708,214826623,214821292,214826801,214826955,214676580,214826608,214589257,214821277,214840757,214820255,214838390,214826810,214691679,214685422,214586711,214820842,214718158,214826700,214547600,214840775,214826627,214664919,214826891,214827035,214819421,214838750;2.005788,1.2256074,1.1604905,1.1218243,1.1115236,1.0915253,1.0752019,1.0686839,1.0529623,1.050684,1.0008451,0.8815507,0.8693876,0.8302627,0.82938725,0.79806983,0.7800242,0.7661772,0.7514901,0.74065155,0.72947127,0.7191529,0.70183635,0.64654315,0.6418283,0.6259505,0.5979661,0.57410944,0.57366914,0.5670116,0.56604177,0.56216335,0.54348266,0.5418809,0.5146863,0.51122475,0.5053828,0.50431716,0.48472625,0.47770077,0.47613811,0.46714947,0.46468574,0.45541778,0.4526693,0.432256,0.4321666,0.42932773,0.42611408,0.42335898
44;3;214839373,214684513,214594610,214839371,214613685,214602817,214836975,214601019,214753693,214602821,214544535,214702824,214628792,214536907,214820441,214546121,214602827,214717095,214545879,214833800,214702828,214838750,214698581,214826702,214836821,214841060,214613925,214552395,214714697,214839369,214587028,214826627,214748334,214594616,214826810,214714880,214826900,214640407,214826705,214701212,214839313,214774685,214836407,214663127,214820235,214826893,214836761,214613649,214820255,214712126;1.4532663,1.3781822,1.0443783,1.037204,1.0331545,1.0123379,0.9626904,0.88319886,0.87859094,0.79838043,0.7965247,0.7963301,0.7803974,0.73232645,0.7258237,0.71875507,0.71287775,0.65864,0.62676805,0.61048377,0.60786366,0.6027533,0.58448684,0.5841788,0.57880044,0.57464045,0.55797553,0.55007565,0.5449764,0.5440393,0.53958535,0.537833,0.5236543,0.508997,0.50795716,0.5029875,0.49504596,0.49144182,0.48900676,0.48502603,0.484093,0.48207062,0.4818942,0.4687546,0.46595508,0.45902318,0.4519725,0.4448287,0.44346398,0.44110194
44;4;214839677,214587590,214714697,214838100,214557043,214579288,214551890,214825839,214535010,214546772,214829741,214703790,214714586,214691332,214841060,214717095,214753691,214551626,214684513,214584962,214826619,214691267,214709653,214827020,214820842,214601042,214839834,214826625,214544357,214827000,214826955,214820201,214691426,214706216,214613925,214596170,214612785,214551894,214584999,214839827,214701242,214843520,214544535,214613743,214613904,214839857,214691334,214744265,214827013,214826893;1.8701054,1.8557,1.848689,1.6061257,1.5826266,1.3110932,1.2822996,1.2560773,1.2349257,1.2247926,1.2077734,1.0284865,1.003536,0.9882133,0.9832941,0.9630506,0.924528,0.88850665,0.88075125,0.8461448,0.81279343,0.8059726,0.80418986,0.7889666,0.77858734,0.77479035,0.7684079,0.7649882,0.7386498,0.7342769,0.7303844,0.7196258,0.7150199,0.7148204,0.703413,0.677106,0.6675452,0.6155794,0.595479,0.5935154,0.58214515,0.5814632,0.57698077,0.57510144,0.5738916,0.5727002,0.56793445,0.5664518,0.563294,0.5600017
44;5;214544357,214716015,214587028,214544840,214821315,214579288,214662742,214714697,214677722,214584962,214821339,214827013,214825839,214837483,214553604,214828882,214838750,214836975,214613743,214837442,214559317,214749941,214557043,214827028,214668590,214821313,214827015,214691484,214837490,214701242,214591586,214587590,214642235,214746427,214718207,214821309,214826617,214820255,214836598,214842577,214695069,214844248,214644864,214827009,214515834,214769006,214586912,214826621,214744265,214594663;2.778419,2.5928652,2.1323256,1.9372213,1.864287,1.5818204,1.4585103,1.3857273,1.1933453,1.125931,1.0570095,1.0494945,1.0261077,0.9962147,0.9956215,0.95246583,0.944045,0.93931055,0.9343745,0.91811424,0.90884686,0.9028835,0.89836526,0.8920654,0.88341707,0.8671062,0.8603295,0.83578277,0.8090811,0.8057529,0.80554897,0.80471927,0.8025996,0.7886597,0.7856131,0.7763839,0.7677194,0.7560101,0.74908835,0.74031484,0.7349042,0.72838545,0.72743297,0.72412366,0.7238977,0.7229086,0.7192242,0.7174752,0.71577674,0.70038164
