SessionId;Position;Recommendations;Scores
21;3;214838503,214712107,214821369,214613645,214696434,214509013,214819427,214836341,214559660,214832557,214821296,214820938,214819552,214508942,214829400,214553587,214832559,214701242,214821275,214581761,214639192,214712113,214552382,214552385,214685754,214685422,214685792,214554982,214533050,214819509,214836542,214650508,214826621,214843916,214638590,214668287,214842433,214696987,214600492,214512425,214585695,214583846,214548103,214556861,214709587,214557416,214753513,214532567,214547042,214587765;1.0,0.6574074074074074,0.05555555555555555,0.046296296296296294,0.046296296296296294,0.037037037037037035,0.037037037037037035,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21;4;214838503,214712107,214821369,214613645,214696434,214509013,214819427,214836341,214559660,214832557,214821296,214820938,214819552,214508942,214829400,214553587,214832559,214701242,214821275,214581761,214639192,214712113,214552382,214552385,214685754,214685422,214685792,214554982,214533050,214819509,214836542,214650508,214826621,214843916,214638590,214668287,214842433,214696987,214600492,214512425,214585695,214583846,214548103,214556861,214709587,214557416,214753513,214532567,214547042,214587765;1.0,0.6574074074074074,0.05555555555555555,0.046296296296296294,0.046296296296296294,0.037037037037037035,0.037037037037037035,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27;0;214827028,214820415,214686009,214586610,214685795,214827024,214546102,214820252,214579288,214556840,214829737,214612760,214550531,214537775,214686519,214712349,214820411,214717888,214819747,214821272,214552385,214552382,214547042,214717824,214819464,214663942,214587765,214512425,214838370,214668287,214638590,214650508,214587763,214821026,214836542,214533050,214691630,214639192,214691632,214691456,214821296,214559317,214716667,214685792,214685422,214685754,214677877,214585695,214600492,214819509;1.0,0.7,0.7,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27;1;214827017,214820415,214587307,214821341,214585395,214700990,214630042,214839373,214774678,214826705,214551624,214839311,214838100,214546772,214821305,214819389,214821315,214579288,214544357,214554785,214838370,214685422,214717824,214819464,214821296,214685792,214668287,214639192,214663942,214685754,214836542,214650508,214638590,214512425,214533050,214832282,214552385,214552382,214556861,214709587,214557416,214753513,214532567,214547042,214587765,214587763,214821026,214691630,214691632,214691456;1.0,0.375,0.1875,0.1875,0.1875,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27;2;214840762,214586983,214639372,214553587,214842352,214842266,214842380,214842281,214842268,214842285,214509013,214600134,214591470,214718366,214842433,214552385,214685422,214685792,214821296,214639192,214533050,214836542,214650508,214638590,214668287,214838370,214512425,214663942,214819464,214717824,214677877,214640424,214557270,214685754,214552382,214839864,214583852,214557416,214753513,214532567,214547042,214587765,214587763,214821026,214691630,214691632,214691456,214559317,214716667,214585695;1.0,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27;3;214840762,214586983,214639372,214508942,214842345,214639370,214842399,214509013,214718362,214571276,214536697,214842296,214589128,214535006,214842352,214581761,214644662,214509054,214591470,214842341,214512425,214838370,214668287,214832282,214663942,214650508,214819464,214717824,214677877,214640424,214839864,214586876,214564693,214659013,214832670,214638590,214685792,214836542,214533050,214587765,214587763,214821026,214691630,214691632,214691456,214559317,214716667,214585695,214600492,214819509;1.0,0.7067901234567902,0.19444444444444445,0.08024691358024691,0.05555555555555555,0.05555555555555555,0.05246913580246913,0.043209876543209874,0.037037037037037035,0.037037037037037035,0.033950617283950615,0.033950617283950615,0.033950617283950615,0.033950617283950615,0.027777777777777776,0.024691358024691357,0.024691358024691357,0.021604938271604937,0.021604938271604937,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27;4;214585532,214707930,214585670,214832557,214820405,214819781,214571010,214552543,214753513,214716626,214536185,214717877,214826874,214711678,214811758,214685857,214550338,214819535,214602740,214819526,214533050,214836542,214677877,214668287,214650508,214638590,214838370,214512425,214663942,214819464,214717824,214639192,214685754,214821296,214559317,214532567,214547042,214587765,214587763,214821026,214691630,214691632,214691456,214716667,214685792,214585695,214600492,214819509,214696987,214552382;1.0,0.6153846153846154,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27;5;214585532,214707930,214585670,214832557,214820405,214819781,214571010,214552543,214753513,214716626,214536185,214717877,214826874,214711678,214811758,214685857,214550338,214819535,214602740,214819526,214533050,214836542,214677877,214668287,214650508,214638590,214838370,214512425,214663942,214819464,214717824,214639192,214685754,214821296,214559317,214532567,214547042,214587765,214587763,214821026,214691630,214691632,214691456,214716667,214685792,214585695,214600492,214819509,214696987,214552382;1.0,0.6153846153846154,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27;6;214811758,214811739,214819393,214585644,214536185,214536197,214819640,214561496,214838244,214819520,214536189,214650635,214585670,214587005,214536187,214650626,214842352,214819586,214639372,214811741,214600492,214532567,214650508,214638590,214668287,214587765,214547042,214838370,214512425,214533050,214663942,214819464,214717824,214677877,214640424,214839864,214836542,214587763,214585695,214639192,214819509,214696987,214552382,214716667,214559317,214552385,214691456,214691632,214586876,214691630;1.0,1.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27;7;214819361,214536195,214581761,214650626,214819520,214536189,214536193,214509013,214811741,214811758,214572182,214819640,214832557,214837200,214840483,214587005,214718265,214819427,214811739,214587384,214819464,214638590,214668287,214838370,214821026,214512425,214663942,214587763,214717824,214585695,214587765,214677877,214640424,214547042,214839864,214532567,214650508,214600492,214836542,214533050,214716667,214819509,214696987,214559317,214552382,214552385,214685754,214691456,214564693,214685422;1.0,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34;0;214826606,214718398,214678044,214676945,214711290,214718246,214826627,214826810,214571188,214826835,214717331,214718390,214711082,214819779,214826705,214516012,214711575,214832559,214748336,214711087,214668287,214512425,214638590,214650508,214838370,214832282,214663942,214819464,214533050,214717824,214677877,214640424,214839864,214836542,214552385,214639192,214821296,214532567,214547042,214587765,214587763,214821026,214691630,214691632,214691456,214559317,214716667,214585695,214600492,214819509;1.0,0.5416666666666666,0.5,0.375,0.3333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.125,0.125,0.125,0.125,0.125,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;0;214820441,214826897,214826705,214821277,214821275,214839313,214684513,214826801,214829285,214820842,214826702,214717003,214826627,214826810,214826816,214826608,214826700,214716928,214826625,214607175,214552382,214533050,214639192,214836542,214650508,214638590,214668287,214821296,214838370,214512425,214685792,214685422,214685754,214552385,214691456,214696987,214819509,214548103,214556861,214709587,214557416,214753513,214532567,214547042,214587765,214587763,214821026,214691630,214691632,214819464;1.0,0.3333333333333333,0.25,0.2261904761904762,0.21428571428571427,0.20238095238095238,0.16666666666666666,0.15476190476190477,0.13095238095238096,0.11904761904761904,0.10714285714285714,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.08333333333333333,0.08333333333333333,0.07142857142857142,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;1;214826897,214557206,214820842,214820441,214826627,214594708,214829285,214684513,214826705,214833800,214574754,214716688,214826608,214716975,214826801,214567100,214826702,214826799,214821272,214821037,214600134,214702828,214819509,214696987,214552382,214552385,214685754,214685422,214685792,214843903,214821296,214639192,214840877,214533050,214836542,214650508,214638590,214668287,214838370,214842433,214600492,214585695,214821026,214709587,214557416,214753513,214532567,214547042,214587765,214587763;1.0,0.2956989247311828,0.23118279569892472,0.15053763440860216,0.11827956989247312,0.10752688172043011,0.0913978494623656,0.07526881720430108,0.06989247311827956,0.06989247311827956,0.06451612903225806,0.06451612903225806,0.05913978494623656,0.05913978494623656,0.04838709677419355,0.043010752688172046,0.03763440860215054,0.03763440860215054,0.03763440860215054,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;2;214826702,214821277,214826801,214826705,214826955,214821292,214821290,214585395,214820938,214826623,214826700,214829285,214826810,214821285,214826816,214826608,214826803,214839313,214819721,214843871,214709587,214685792,214821296,214639192,214533050,214836542,214557416,214650508,214685754,214638590,214556861,214548103,214583846,214668287,214838370,214685422,214552385,214587763,214552382,214587765,214821026,214547042,214691630,214691632,214691456,214532567,214663942,214753513,214559317,214716667;1.0,0.3786407766990291,0.3155339805825243,0.22815533980582525,0.22330097087378642,0.20388349514563106,0.12135922330097088,0.11650485436893204,0.10679611650485436,0.10194174757281553,0.0970873786407767,0.09223300970873786,0.08737864077669903,0.08737864077669903,0.06796116504854369,0.06796116504854369,0.06796116504854369,0.06310679611650485,0.05825242718446602,0.05825242718446602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;3;214684513,214839373,214826810,214826801,214839371,214826705,214821277,214833802,214826627,214826955,214535621,214839369,214691426,214691390,214820441,214826897,214826900,214839313,214613685,214585395,214685422,214639192,214533050,214836542,214650508,214638590,214821296,214685754,214552385,214668287,214838370,214552382,214696987,214819509,214685792,214559317,214600492,214585695,214745323,214583846,214548103,214556861,214709587,214557416,214753513,214532567,214547042,214587765,214587763,214821026;1.0,0.47191011235955055,0.15168539325842698,0.11235955056179775,0.0898876404494382,0.08707865168539326,0.08426966292134831,0.05337078651685393,0.05337078651685393,0.05337078651685393,0.05337078651685393,0.05056179775280899,0.0449438202247191,0.0449438202247191,0.03932584269662921,0.03932584269662921,0.03651685393258427,0.03651685393258427,0.03651685393258427,0.033707865168539325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;4;214838100,214833800,214826619,214826955,214820201,214684513,214827020,214836761,214826799,214841060,214534704,214826702,214718252,214839373,214691390,214833802,214826810,214648470,214557043,214826705,214685422,214819509,214843916,214696987,214552382,214552385,214685754,214842433,214600132,214585695,214685792,214821296,214843903,214639192,214533050,214836542,214650508,214638590,214840877,214600492,214826621,214716667,214838370,214583846,214712113,214548103,214556861,214709587,214557416,214753513;1.0,0.5625,0.4375,0.3125,0.3125,0.3125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.1875,0.1875,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;5;214544357,214820231,214553604,214576500,214716015,214840412,214840415,214680375,214821341,214838100,214579288,214821305,214821315,214677722,214839313,214544840,214677718,214827017,214826705,214545005,214639192,214685792,214677877,214717824,214819464,214821296,214663942,214533050,214668287,214836542,214650508,214512425,214838370,214638590,214685754,214685422,214819509,214552385,214821026,214556861,214709587,214557416,214753513,214532567,214547042,214587765,214587763,214691630,214552382,214691632;1.0,0.75,0.625,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44;6;214551626,214717877,214551617,214821309,214826615,214691390,214586711,214821305,214533026,214821307,214612920,214819468,214821341,214541355,214821339,214612708,214684160,214551630,214612721,214826837,214838370,214639192,214717824,214685754,214819464,214685422,214685792,214821296,214533050,214512425,214836542,214650508,214552385,214583846,214663942,214668287,214638590,214547042,214552382,214559317,214587765,214532567,214587763,214821026,214691630,214753513,214691632,214691456,214716667,214548103;1.0,0.5,0.34523809523809523,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.15476190476190477,0.14285714285714285,0.10714285714285714,0.10714285714285714,0.09523809523809523,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07142857142857142,0.07142857142857142,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69;0;214827022,214826844,214819400,214827030,214826891,214826897,214717515,214827020,214711310,214684717,214586692,214705993,214545879,214630042,214820842,214645618,214826705,214702749,214821373,214829312,214836542,214533050,214639192,214650508,214638590,214668287,214821296,214838370,214512425,214663942,214819464,214717824,214832282,214552385,214685792,214691456,214753513,214532567,214547042,214587765,214587763,214821026,214691630,214691632,214559317,214685422,214716667,214585695,214600492,214819509;1.0,0.4107142857142857,0.17857142857142858,0.125,0.10714285714285714,0.10714285714285714,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.07142857142857142,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87;0;214551930,214551913,214551907,214551928,214652220,214551862,214826803,214717104,214587307,214535621,214557497,214564687,214551917,214652460,214583852,214691630,214512425,214836542,214650508,214547042,214638590,214668287,214838370,214532567,214753513,214691632,214663942,214819464,214717824,214677877,214557416,214640424,214587765,214533050,214639192,214821296,214691456,214559317,214716667,214821026,214587763,214585695,214600492,214819509,214696987,214552382,214586876,214552385,214685754,214685422;1.0,0.631578947368421,0.47368421052631576,0.47368421052631576,0.42105263157894735,0.3157894736842105,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
