SessionId	ItemId	Time
91	214838100	1396629831.845
91	214706216	1396629909.938
103	214748293	1396527824.577
103	214748293	1396527852.525
101	214712272	1396616379.805
101	214820450	1396616676.148
98	214821380	1396426204.369
98	214821380	1396426241.162
97	214687768	1396691797.936
97	214706445	1396691930.572
108	214594678	1396517374.491
108	214594680	1396517431.064
108	214594680	1396517496.145
109	214821369	1396719023.836
109	214821369	1396719061.983
109	214537127	1396719198.747
109	214537127	1396719235.816
109	214820237	1396719951.473
109	214820237	1396720000.527
109	214709645	1396720119.452
109	214699213	1396720286.045
109	214820237	1396720438.822
109	214820237	1396720468.533
109	214820237	1396721939.616
109	214709645	1396722494.662
109	214537127	1396722554.375
119	214716954	1396598820.118
119	214838366	1396599614.309
118	214821022	1396593460.336
118	214820814	1396593512.806
117	214684721	1396631738.077
117	214821369	1396631758.194
117	214826833	1396631843.092
117	214819472	1396631843.374
113	214717847	1396436191.56
113	214819719	1396436260.599
113	214748336	1396436336.608
112	214536440	1396594780.258
112	214536437	1396594835.512
127	214512416	1396703625.268
127	214512416	1396703706.385
123	214510044	1396343596.906
123	214510044	1396343617.282
123	214510044	1396343620.12
123	214582387	1396343626.366
123	214537535	1396343694.433
123	214584812	1396343731.277
123	214537535	1396343794.548
123	214584810	1396343817.144
137	214821013	1396471718.813
137	214821013	1396471718.935
137	214572182	1396471744.595
137	214572182	1396471744.66
136	214840762	1396347923.651
136	214586983	1396347923.918
138	214594633	1396594779.071
138	214594592	1396595108.905
138	214601010	1396596168.742
138	214601010	1396596255.178
138	214594592	1396596564.106
138	214594592	1396597001.066
143	214843370	1396632603.512
143	214843370	1396632639.756
143	214843370	1396632651.376
129	214841060	1396334238.399
129	214841060	1396334251.053
129	214840378	1396334297.266
129	214826955	1396334331.896
129	214821275	1396334530.009
129	214829285	1396334569.137
131	214819719	1396493168.891
131	214791688	1396493213.499
131	214819472	1396493252.085
133	214826810	1396508202.998
133	214826810	1396508256.405
132	214821377	1396491434.116
132	214820201	1396491683.765
134	214587650	1396631020.133
134	214535617	1396631074.608
134	214535595	1396631209.015
134	214587650	1396631227.617
153	214573312	1396598579.851
153	214573312	1396598846.15
153	214829257	1396598999.225
153	214834987	1396599055.109
154	214826810	1396508347.398
154	214840419	1396508418.944
154	214840419	1396508456.756
154	214560187	1396508671.148
154	214716984	1396508713.296
156	214585397	1396680230.384
156	214585397	1396680462.11
158	214821020	1396465057.38
158	214819547	1396465337.695
158	214819547	1396465353.083
158	214821024	1396465396.229
158	214718160	1396465400.604
158	214829282	1396465401.263
144	214821022	1396360403.538
144	214718169	1396360438.913
144	214821024	1396360460.576
144	214601233	1396360608.595
147	214821020	1396548919.46
147	214829282	1396548955.642
148	214684093	1396361165.51
148	214684093	1396361418.276
148	214684093	1396361907.448
171	214706432	1396539925.575
171	214708305	1396539933.177
171	214587013	1396540091.136
168	214837378	1396522716.401
168	214828850	1396522789.951
168	214828850	1396522951.738
174	214820942	1396496303.762
174	214684093	1396496627.918
173	214839313	1396631830.017
173	214840001	1396631941.653
163	214674568	1396371748.976
163	214536860	1396372132.71
163	214639177	1396372157.934
163	214820261	1396372303.705
167	214709792	1396680248.413
167	214717046	1396680290.129
166	214532623	1396619096.595
166	214557206	1396619207.086
166	214826897	1396619972.594
166	214826801	1396620036.555
166	214576500	1396620775.072
186	214685795	1396679380.261
186	214630042	1396679458.014
187	214553735	1396454722.418
187	214677969	1396454941.677
187	214553735	1396455085.795
187	214586874	1396456519.088
187	214587937	1396456697.27
187	214586874	1396456802.831
187	214589600	1396456817.359
188	214717007	1396359719.587
188	214716928	1396359801.972
189	214613865	1396588471.423
189	214613865	1396588485.348
189	214613870	1396588612.475
178	214716935	1396370002.071
178	214716932	1396370134.913
178	214716932	1396370310.796
179	214532070	1396595523.018
179	214821285	1396595561.035
179	214711333	1396595635.948
179	214691604	1396596121.956
177	214820387	1396336660.747
177	214827035	1396336745.185
182	214535621	1396615924.266
182	214535621	1396615991.019
181	214820231	1396688298.657
181	214820231	1396688633.817
206	214820456	1396455815.171
206	214820456	1396455815.877
203	214821367	1396450024.826
203	214584808	1396450163.057
203	214836761	1396450393.175
203	214826893	1396450438.325
197	214774685	1396713344.263
197	214774685	1396713352.647
197	214839997	1396713595.774
197	214839313	1396713609.143
197	214774685	1396713896.252
196	214826874	1396419639.717
196	214826874	1396419661.368
196	214821399	1396419708.231
196	214826874	1396419726.763
199	214819552	1396552413.104
199	214820938	1396552611.153
199	214821380	1396552674.745
193	214829282	1396450253.302
193	214829282	1396450256.015
194	214821397	1396614556.071
194	214821397	1396614587.845
194	214821397	1396614670.979
194	214821397	1396614997.84
221	214821022	1396502996.013
221	214819550	1396503020.838
221	214826627	1396503169.703
216	214821277	1396453976.334
216	214821277	1396454023.036
217	214540035	1396523558.872
217	214577711	1396523638.473
217	214708239	1396523690.756
217	214517880	1396523916.007
217	214577711	1396523960.399
217	214578007	1396523991.04
217	214819725	1396524020.978
217	214819815	1396524384.852
218	214601462	1396624337.468
218	214746386	1396624383.9
212	214821290	1396623383.21
212	214821290	1396623593.129
212	214585395	1396624053.339
212	214826700	1396625220.731
212	214826700	1396625246.233
212	214826801	1396625288.273
212	214691366	1396625584.318
212	214821377	1396625743.364
212	214567410	1396625761.246
212	214643657	1396625837.103
212	214826608	1396625928.458
212	214684513	1396626000.211
212	214829312	1396626075.517
212	214685795	1396626137.336
212	214829312	1396626144.292
212	214821298	1396626158.174
208	214821024	1396346174.602
208	214587384	1396346194.686
208	214718203	1396346237.065
208	214832557	1396346260.253
211	214652422	1396594337.066
211	214567410	1396594561.397
211	214567404	1396594642.603
238	214717007	1396630887.919
238	214717005	1396630929.11
238	214717005	1396630960.14
236	214833802	1396354307.322
236	214820842	1396354405.919
233	214716928	1396548848.531
233	214717003	1396548904.913
228	214631008	1396451215.079
228	214839995	1396451258.751
228	214839313	1396451772.643
227	214829285	1396456816.729
227	214826702	1396456862.209
226	214820938	1396613927.658
226	214821037	1396613965.995
253	214743341	1396547495.937
253	214743341	1396549718.28
253	214743341	1396549728.255
253	214709685	1396550597.08
253	214685152	1396550940.557
253	214685152	1396550954.638
251	214744779	1396635566.931
251	214743341	1396635628.702
251	214744779	1396635672.536
251	214820456	1396635725.11
249	214819385	1396337287.365
249	214819378	1396337313.441
249	214710090	1396337397.138
249	214820938	1396337459.42
249	214821022	1396337505.464
242	214839870	1396521939.315
242	214839866	1396521999.394
242	214705787	1396522029.6
241	214561991	1396355216.391
241	214561991	1396355231.295
241	214820938	1396355454.929
273	214556270	1396633614.464
273	214821339	1396634202.784
273	214554384	1396634357.561
273	214694139	1396634571.809
272	214586722	1396544509.397
272	214826897	1396544627.93
272	214681091	1396544766.901
279	214601233	1396603851.295
279	214716932	1396603995.733
279	214716930	1396604038.838
279	214716932	1396604217.316
278	214820385	1396376939.485
278	214820385	1396376940.694
276	214819410	1396361500.787
276	214700752	1396361517.677
283	214821275	1396687517.226
283	214833800	1396687697.607
282	214706102	1396333288.613
282	214800272	1396333309.381
281	214820402	1396529465.089
281	214820400	1396529476.317
286	214832557	1396513435.033
286	214717888	1396513507.525
284	214839311	1396353891.276
284	214820387	1396353954.785
284	214819472	1396353987.648
284	214819740	1396353995.029
258	214842446	1396429616.494
258	214691602	1396429661.943
258	214842446	1396429670.493
258	214842446	1396429684.571
258	214691600	1396429695.623
258	214842446	1396429766.802
258	214842442	1396429801.977
258	214691604	1396429840.571
263	214561475	1396533975.173
263	214532147	1396534317.189
263	214511375	1396534465.145
266	214684513	1396693583.064
266	214684513	1396693583.948
268	214839313	1396707913.653
268	214602774	1396708375.079
269	214820182	1396334145.863
269	214820192	1396334166.076
269	214820182	1396334194.683
269	214820225	1396334328.993
269	214820237	1396334353.842
307	214594637	1396348557.099
307	214684513	1396348714.976
307	214602821	1396350218.083
307	214594637	1396350246.327
306	214826705	1396340800.672
306	214826816	1396340839.511
314	214576500	1396402639.158
314	214839313	1396402724.438
314	214820195	1396402918.413
314	214709634	1396402950.198
314	214699301	1396402985.917
317	214826955	1396443448.295
317	214826955	1396443470.099
316	214545935	1396371285.117
316	214820231	1396371328.558
318	214821020	1396681901.334
318	214821024	1396681923.48
288	214716935	1396513065.705
288	214716932	1396513265.846
288	214582950	1396513343.429
291	214684513	1396713716.679
291	214839373	1396713728.772
291	214684513	1396713770.079
291	214684513	1396713805.03
292	214717888	1396512982.353
292	214838503	1396513022.309
292	214685784	1396513096.554
292	214684513	1396513099.996
293	214826705	1396708512.828
293	214826705	1396708526.748
293	214820383	1396708564.939
293	214826803	1396708574.073
293	214826803	1396708580.325
293	214821285	1396708589.114
293	214821285	1396708625.019
293	214821285	1396708770.143
293	214821285	1396708807.544
294	214510854	1396603910.207
294	214510854	1396603964.466
294	214672963	1396603970.304
294	214510854	1396604067.432
294	214702811	1396604076.41
294	214510854	1396604089.65
294	214537455	1396604102.031
294	214510854	1396604113.471
296	214696434	1396636503.591
296	214696434	1396636549.831
296	214696434	1396636552.32
297	214582942	1396507661.011
297	214582942	1396507831.031
299	214717007	1396385882.038
299	214838368	1396385995.038
299	214716937	1396386153.838
302	214820218	1396347931.901
302	214547600	1396347959.741
303	214718169	1396454134.666
303	214821024	1396454151.788
337	214821020	1396540643.176
337	214820842	1396543975.563
337	214826897	1396544197.027
337	214535621	1396544235.976
337	214821285	1396544259.022
337	214821373	1396544298.473
337	214821022	1396544363.533
347	214709792	1396688345.266
347	214709792	1396688710.836
324	214835760	1396623131.52
324	214587785	1396623267.956
324	214840599	1396623480.269
324	214835760	1396623525.323
324	214835585	1396623601.946
324	214833802	1396623627.96
324	214833800	1396623733.997
324	214832730	1396623803.41
324	214587800	1396623900.265
324	214833802	1396623945.023
324	214833802	1396624057.369
324	214538030	1396624345.97
324	214584939	1396624382.796
322	214838456	1396633848.896
322	214508942	1396634165.521
321	214706460	1396672695.742
321	214706432	1396672874.434
321	214821028	1396672910.079
321	214821028	1396672991.482
321	214539262	1396673167.858
321	214821030	1396673291.358
334	214820240	1396431321.473
334	214820240	1396431329.272
332	214684513	1396519819.833
332	214691267	1396519849.101
332	214691332	1396519902.086
333	214827062	1396513605.474
333	214827062	1396513641.03
331	214717528	1396692858.763
331	214717528	1396692900.253
328	214716947	1396504489.33
328	214716975	1396504645.182
329	214601233	1396705392.313
329	214601233	1396705424.634
329	214833800	1396705519.284
329	214833802	1396705558.19
373	214585100	1396527796.964
373	214584808	1396528057.314
373	214584808	1396528273.007
373	214584808	1396528921.542
373	214510738	1396529075.126
372	214748336	1396380852.977
372	214748336	1396380878.121
372	214819719	1396380904.487
374	214584920	1396336306.733
374	214613743	1396336325.152
374	214587384	1396336355.591
374	214832557	1396336380.695
374	214821017	1396336403.089
374	214821017	1396336406.471
374	214553936	1396336424.975
369	214821013	1396704991.744
369	214829282	1396705018.985
381	214552498	1396377202.102
381	214552625	1396377224.311
381	214552625	1396377227.64
376	214748336	1396325111.222
376	214819721	1396325135.804
376	214601233	1396325158.472
376	214819385	1396325210.523
376	214819378	1396325250.667
379	214840378	1396621548.884
379	214537037	1396621587.555
378	214684513	1396705398.371
378	214684513	1396705425.606
358	214820383	1396548695.496
358	214820383	1396548719.496
358	214841640	1396548790.642
358	214691390	1396549027.033
359	214839313	1396707925.193
359	214839313	1396707928.235
352	214554785	1396327881.666
352	214698592	1396328145.915
352	214698592	1396328299.056
353	214753515	1396537962.498
353	214743369	1396538008.152
353	214819721	1396538114.439
353	214743495	1396538151.903
353	214577450	1396538297.349
353	214711657	1396538394.672
353	214826872	1396538421.749
353	214601233	1396538445.776
353	214717890	1396538478.838
354	214691347	1396595076.382
354	214691452	1396595160.247
364	214839812	1396464331.042
364	214632367	1396464383.013
364	214536367	1396464455.75
364	214717003	1396464466.815
361	214839373	1396702268.77
361	214539262	1396702390.786
362	214748285	1396370251.811
362	214820218	1396370329.326
363	214717007	1396677470.936
363	214717007	1396678833.329
363	214716945	1396678848.543
363	214554358	1396678880.242
363	214717003	1396678916.737
411	214838977	1396536458.54
411	214696434	1396536516.315
408	214594680	1396431592.556
408	214594680	1396431599.933
409	214718160	1396511094.193
409	214684513	1396511326.293
414	214539262	1396578727.709
414	214820842	1396579019.804
413	214572182	1396686829.388
413	214821013	1396686903.012
413	214587384	1396686952.152
401	214638480	1396433358.556
401	214638480	1396433678.023
401	214551594	1396433752.297
401	214551594	1396433889.519
407	214600933	1396619894.676
407	214600933	1396619904.052
394	214589257	1396434470.108
394	214718276	1396434499.257
394	214587005	1396434575.643
394	214591374	1396434712.877
394	214819571	1396434750.515
394	214586595	1396434793.072
392	214638480	1396543553.075
392	214638480	1396543642.433
398	214551911	1396438430.298
398	214564687	1396438481.128
397	214819781	1396674833.703
397	214585644	1396674910.44
397	214585644	1396674965.492
397	214684498	1396675090.731
397	214553540	1396675138.674
397	214553540	1396675170.387
397	214553540	1396675224.414
397	214553540	1396675237.196
397	214842412	1396675380.568
397	214691332	1396675660.057
386	214839795	1396676829.211
386	214523700	1396676850.495
386	214839791	1396676857.979
386	214517450	1396676873.975
386	214714927	1396676880.59
386	214712750	1396676890.64
386	214712752	1396676895.705
386	214840526	1396677067.796
384	214718203	1396688670.5
384	214718203	1396688829.053
384	214842352	1396689018.824
384	214586983	1396689109.018
384	214842347	1396689139.081
441	214820345	1396422656.937
441	214820385	1396422678.881
441	214710090	1396422710.283
441	214708370	1396422898.005
442	214596502	1396538618.117
442	214596326	1396538740.037
442	214596502	1396538900.168
442	214596502	1396539520.856
443	214826810	1396694722.968
443	214839373	1396694760.056
444	214738445	1396642965.395
444	214738445	1396642973.228
446	214826810	1396612821.668
446	214691426	1396613104.477
447	214821371	1396464329.066
447	214821022	1396464437.043
447	214821017	1396464480.134
447	214832559	1396464553.584
432	214833782	1396600141.926
432	214687742	1396600360.323
432	214709807	1396600451.167
432	214717757	1396600595.123
432	214833782	1396600626.307
432	214709807	1396600679.531
432	214717730	1396600751.478
432	214709807	1396600778.896
432	214709807	1396600895.824
432	214709807	1396600906.221
438	214748342	1396724382.53
438	214584939	1396724480.204
438	214748342	1396724537.072
438	214748342	1396724610.422
438	214748347	1396724677.231
438	214748347	1396724747.665
438	214748342	1396724882.959
439	214821022	1396343267.597
439	214718169	1396343292.854
439	214821022	1396343325.914
439	214718169	1396343388.321
439	214821015	1396343416.587
424	214748336	1396335972.456
424	214826625	1396336315.575
427	214839313	1396374500.835
427	214839313	1396374624.54
417	214687642	1396556370.404
417	214748285	1396556392.414
416	214835647	1396630303.698
416	214835645	1396630321.905
418	214829282	1396504055.332
418	214821386	1396504614.713
418	214708044	1396504782.275
423	214684843	1396518484.685
423	214743335	1396518504.036
423	214819762	1396518517.004
423	214819762	1396518544.493
423	214819760	1396518619.518
422	214829282	1396462042.968
422	214819547	1396462132.673
422	214819547	1396462242.288
422	214587384	1396462371.337
422	214819552	1396462439.931
422	214819552	1396462499.75
479	214820814	1396508964.753
479	214746339	1396509108.356
479	214539262	1396509141.847
477	214821367	1396540751.171
477	214584808	1396540765.841
477	214718197	1396540949.643
468	214826955	1396374028.301
468	214820182	1396374224.007
468	214820192	1396374293.681
468	214820225	1396374487.665
468	214709685	1396374522.204
468	214829737	1396374575.655
464	214838364	1396680701.563
464	214838364	1396680735.004
463	214820385	1396592726.691
463	214819526	1396592761.68
462	214832653	1396517903.233
462	214832655	1396517942.616
462	214832657	1396517950.17
462	214832657	1396517963.983
462	214717003	1396518005.072
462	214717005	1396518041.641
462	214716984	1396518066.627
462	214717867	1396518125.449
461	214821015	1396503888.108
461	214819547	1396503893.481
459	214708044	1396539170.791
459	214648254	1396539547.398
459	214832557	1396539616.246
459	214648254	1396539626.514
459	214832557	1396539635.374
459	214648254	1396539646.581
459	214648254	1396539659.556
458	214717410	1396706928.357
458	214717410	1396706936.898
456	214716930	1396363649.98
456	214716982	1396363768.482
456	214717003	1396363944.01
449	214832557	1396359207.757
449	214832559	1396359235.14
449	214832559	1396359272.68
449	214832557	1396359286.547
449	214821020	1396359289.198
449	214718169	1396359314.173
449	214821022	1396359331.308
449	214819552	1396359359.801
449	214718203	1396359407.485
449	214821017	1396359448.883
449	214833802	1396359529.794
449	214821030	1396359580.389
508	214532072	1396735650.516
508	214826801	1396735677.59
508	214826627	1396735761.32
508	214826715	1396735785.113
508	214826627	1396735804.882
508	214684513	1396735826.574
508	214826627	1396735887.744
508	214684513	1396735893.016
508	214712126	1396736592.892
511	214509084	1396635050.628
511	214539845	1396635241.309
511	214509084	1396635283.715
511	214509084	1396635296.317
511	214645835	1396635460.949
511	214538002	1396635549.614
511	214538002	1396635643.878
504	214587384	1396456819.031
504	214832557	1396456849.371
502	214833800	1396546347.866
502	214833802	1396546415.896
497	214820415	1396356429.761
497	214820415	1396356477.255
498	214586469	1396354023.195
498	214696897	1396354106.394
498	214712130	1396354159.765
493	214826810	1396380198.0
493	214820441	1396380258.277
493	214829285	1396380278.55
493	214820842	1396380432.62
492	214718220	1396612078.314
492	214821022	1396612171.223
492	214826810	1396612199.183
492	214821275	1396612248.796
492	214821022	1396612297.145
494	214820231	1396344961.032
494	214584939	1396344976.605
491	214554510	1396682435.395
491	214821028	1396682458.538
491	214832559	1396682567.318
491	214832557	1396682609.838
484	214691428	1396520270.055
484	214691428	1396520320.326
484	214691428	1396520347.551
484	214691390	1396520354.297
484	214691293	1396520358.492
484	214836761	1396520364.946
486	214832657	1396360815.215
486	214717003	1396361422.055
486	214554358	1396361598.871
486	214717003	1396361606.312
486	214717005	1396361614.755
486	214717005	1396361790.056
486	214717003	1396361851.777
486	214832657	1396361895.843
486	214717003	1396361905.909
486	214717007	1396361936.987
486	214717003	1396362012.95
486	214716984	1396362030.911
486	214717003	1396362055.789
486	214582502	1396363704.148
486	214672963	1396363736.656
486	214582502	1396363777.885
486	214587898	1396364088.91
483	214820938	1396411916.551
483	214556210	1396411987.934
551	214684513	1396348674.927
551	214716928	1396348814.139
551	214832653	1396348851.893
551	214716984	1396348895.21
548	214826705	1396356710.282
548	214587167	1396356743.986
547	214819412	1396493650.963
547	214716982	1396493809.592
558	214706460	1396682515.892
558	214821030	1396682717.52
558	214706460	1396682815.55
558	214701684	1396682941.008
558	214701495	1396683063.681
556	214826803	1396529395.541
556	214826803	1396529408.407
556	214821277	1396529624.688
556	214821277	1396529676.36
556	214821285	1396529731.137
556	214826801	1396529765.406
557	214819528	1396431294.75
557	214819528	1396431342.856
552	214567410	1396506576.736
552	214567410	1396506578.445
553	214819526	1396437487.931
553	214819547	1396437529.002
567	214826606	1396375585.142
567	214826606	1396375671.809
567	214596105	1396375965.516
566	214539148	1396553825.564
566	214644339	1396554387.324
564	214708372	1396427466.94
564	214708372	1396427490.098
564	214596647	1396427664.259
564	214843464	1396428217.105
564	214843464	1396428305.359
564	214840899	1396429770.283
564	214842459	1396429899.866
564	214840901	1396430145.987
564	214840899	1396432900.973
564	214708372	1396432940.061
564	214840944	1396433044.635
564	214691550	1396433513.817
564	214691550	1396433532.594
564	214596647	1396434265.053
564	214583190	1396434310.538
564	214596647	1396434375.327
564	214820237	1396434614.187
564	214820225	1396434641.55
564	214820225	1396434721.779
563	214711078	1396692766.972
563	214711082	1396692799.661
561	214708367	1396419415.388
561	214820201	1396419433.791
561	214829737	1396419470.708
561	214709685	1396419484.764
561	214536502	1396419514.029
572	214839313	1396714549.053
572	214839997	1396714580.053
572	214839997	1396714586.634
572	214839995	1396714805.899
571	214826906	1396527292.663
571	214819535	1396527318.856
569	214561500	1396365937.882
569	214561502	1396365958.305
516	214717003	1396575887.401
516	214717007	1396575963.515
516	214676364	1396576026.22
517	214573001	1396627592.272
517	214573001	1396627858.436
513	214587740	1396621080.601
513	214587740	1396621211.969
513	214587740	1396621361.319
513	214587740	1396621371.556
513	214821388	1396621769.829
513	214612901	1396621918.193
524	214748295	1396623924.675
524	214748291	1396624115.491
522	214744530	1396352977.034
522	214744530	1396353416.883
523	214821290	1396454324.171
523	214821292	1396454356.074
533	214821277	1396674979.171
533	214821277	1396675006.781
534	214839313	1396462303.305
534	214839997	1396462408.547
534	214839313	1396462467.512
534	214840001	1396462476.597
534	214839995	1396462493.472
531	214748336	1396356883.646
531	214819721	1396357053.735
531	214748336	1396357133.103
531	214717247	1396357156.995
531	214819385	1396357281.372
541	214819472	1396417118.279
541	214839311	1396417593.244
541	214839311	1396417825.724
541	214534907	1396417875.324
541	214584920	1396418046.475
541	214583190	1396418085.384
541	214826747	1396420616.311
543	214556563	1396677429.892
543	214821277	1396677532.067
543	214556563	1396677552.044
542	214821373	1396456544.287
542	214821377	1396456559.013
542	214821380	1396456609.561
536	214832557	1396428876.53
536	214832557	1396428898.883
536	214832557	1396428925.337
536	214832559	1396428948.834
536	214832559	1396428971.685
536	214832557	1396429002.298
536	214832557	1396429010.661
536	214821024	1396429021.319
536	214821024	1396429035.086
536	214821022	1396429082.713
536	214821022	1396429097.87
538	214601197	1396350241.079
538	214840762	1396350335.558
611	214826623	1396546534.386
611	214826623	1396546540.942
608	214837404	1396461685.855
608	214837404	1396461687.035
608	214837404	1396461719.459
609	214827020	1396705777.138
609	214821272	1396705892.206
612	214753507	1396439442.836
612	214753507	1396439460.532
612	214753507	1396440362.387
612	214753507	1396440390.41
612	214753507	1396440406.242
612	214753507	1396440474.324
612	214753507	1396440573.071
618	214821390	1396427803.537
618	214718203	1396427959.194
618	214821015	1396428196.293
618	214821022	1396428235.198
618	214821015	1396428429.256
618	214718203	1396428438.967
618	214718203	1396428537.946
616	214684372	1396344132.795
616	214613915	1396344239.006
616	214684372	1396344282.912
616	214684372	1396344307.123
616	214684372	1396344324.682
622	214705792	1396683144.359
622	214839313	1396683176.313
621	214821017	1396373354.022
621	214820454	1396373410.642
621	214684513	1396373456.943
621	214840378	1396373495.484
621	214829737	1396373591.786
621	214820240	1396373622.207
621	214709685	1396373676.44
621	214820182	1396373723.097
621	214832552	1396374174.666
632	214820413	1396421017.943
632	214826702	1396421055.343
632	214839313	1396421094.203
632	214821285	1396421327.777
632	214821290	1396421336.35
632	214826816	1396421421.732
632	214585395	1396421436.857
639	214579730	1396541467.139
639	214509013	1396541676.385
637	214537867	1396371265.869
637	214579730	1396371395.391
637	214509013	1396371655.305
637	214509013	1396371883.867
577	214684093	1396326977.022
577	214708372	1396327057.961
577	214708372	1396327068.133
577	214708372	1396327074.15
577	214684093	1396327105.633
578	214821024	1396435258.157
578	214664919	1396435333.729
579	214800264	1396349199.608
579	214706150	1396349336.047
582	214821030	1396501058.568
582	214821298	1396501179.988
582	214630042	1396501199.926
583	214821277	1396615967.665
583	214839373	1396616080.848
583	214839373	1396616176.99
584	214826705	1396528646.083
584	214826835	1396528744.945
584	214711087	1396528946.133
584	214819745	1396529384.648
584	214716986	1396529494.569
584	214716932	1396529679.024
586	214584939	1396714842.06
586	214584939	1396715010.936
587	214644650	1396440014.981
587	214650617	1396440045.658
587	214644650	1396440349.91
587	214650617	1396440379.055
588	214821022	1396528705.873
588	214821022	1396528777.964
589	214821024	1396369333.682
589	214819427	1396369603.493
589	214668249	1396369665.312
589	214819427	1396369704.51
589	214668249	1396369779.724
589	214668249	1396369811.534
589	214668249	1396369829.549
589	214718160	1396370019.668
589	214718160	1396370101.606
589	214821397	1396370294.867
591	214827020	1396621605.253
591	214706216	1396621804.397
592	214716984	1396439446.026
592	214832657	1396439551.358
592	214716982	1396439579.137
592	214716984	1396439644.762
594	214791688	1396339553.932
594	214819385	1396339569.608
594	214748336	1396339580.833
594	214744779	1396339649.744
596	214509135	1396608332.052
596	214832557	1396608383.717
596	214718160	1396608423.783
599	214744528	1396468757.081
599	214744528	1396468791.739
599	214717742	1396468809.788
598	214532072	1396505260.318
598	214532070	1396505313.156
601	214710090	1396377047.573
601	214710090	1396377133.766
602	214819562	1396434118.359
602	214819562	1396434149.625
607	214819550	1396343444.084
607	214718169	1396343468.797
607	214821022	1396343479.278
607	214821017	1396343505.465
607	214821024	1396343532.316
607	214819552	1396343557.271
607	214572234	1396343585.712
607	214819550	1396343647.108
606	214839311	1396373883.859
606	214843526	1396374549.407
682	214826700	1396415944.286
682	214826801	1396415956.677
677	214832552	1396375546.569
677	214743339	1396375594.24
677	214832552	1396375637.055
